"","ID","IPV","LIHS","BF","time","BIP","BIPc","LIHSc","LIHSf","LIHSfc","BFf","BFfc","timeF"
"48",48,3.40633531895025,4.1403957740193,-0.595823989796259,1,"Intersectional",1,1.05411731290833,"MidIH",2,"FB",2,"T1"
"49",49,3.77169664284681,3.42368053461371,-0.300061944806866,1,"Intersectional",1,0.537674545282489,"MidIH",2,"FB",2,"T1"
"50",50,5.50037372660777,2.49259677520804,1.09931186949478,1,"Intersectional",1,-0.13323552773023,"MidIH",2,"BF",3,"T1"
"51",51,4.00447973596185,4.80560271109221,-0.111622722711893,1,"Intersectional",1,1.53344479576018,"HighIH",3,"BF",3,"T1"
"52",52,3.20377639838931,5.13337945382826,-0.759796574351779,1,"Typical",0,1.76963054830868,"HighIH",3,"FB",2,"T1"
"53",53,6.92896937521225,5.74884018930562,2.25576807560876,1,"Typical",0,2.21311246151395,"HighIH",3,"B",4,"T1"
"54",54,2.74599223770951,3.25678953738893,-1.13037542512456,1,"Intersectional",1,0.417418069963111,"MidIH",2,"FB",2,"T1"
"55",55,5.05918662270167,4.00247757658259,0.74216842945416,1,"Intersectional",1,0.954737738324072,"MidIH",2,"BF",3,"T1"
"56",56,5.17233199462886,3.38595280664018,0.833760243895208,1,"Intersectional",1,0.510489114891693,"MidIH",2,"BF",3,"T1"
"57",57,3.54217665375321,3.30783658827756,-0.48585966585816,1,"Intersectional",1,0.454200991255433,"MidIH",2,"FB",2,"T1"
"58",58,4.66707124592281,3.35885047603933,0.424748828301375,1,"Typical",0,0.490960016227315,"MidIH",2,"BF",3,"T1"
"59",59,3.07997644833044,3.41256273484892,-0.860013329668116,1,"Intersectional",1,0.529663403667589,"MidIH",2,"FB",2,"T1"
"60",60,3.02836426376612,4.43416000953569,-0.901793683128394,1,"Typical",0,1.26579470788795,"MidIH",2,"FB",2,"T1"
"61",61,3.2651078571461,3.24652006622961,-0.710148413811323,1,"Typical",0,0.410018207624518,"MidIH",2,"FB",2,"T1"
"62",62,3.55032886904499,4.41961714364607,-0.479260401764812,1,"Intersectional",1,1.25531556987566,"MidIH",2,"FB",2,"T1"
"63",63,3.8097142672182,4.04605506073638,-0.269286464222872,1,"Intersectional",1,0.986138321547637,"MidIH",2,"FB",2,"T1"
"64",64,1.61960062010833,4.87633491431103,-2.04219576978409,1,"Typical",0,1.58441222715022,"HighIH",3,"F",1,"T1"
"65",65,3.34314463671304,5.49877729830594,-0.646977202192768,1,"Typical",0,2.03292489969302,"HighIH",3,"FB",2,"T1"
"66",66,2.24997259769109,4.904204881187,-1.53190611130162,1,"Intersectional",1,1.60449446070089,"HighIH",3,"FB",2,"T1"
"67",67,6.33570914231965,5.25562210207695,1.77552058301737,1,"Intersectional",1,1.85771480843383,"HighIH",3,"B",4,"T1"
"68",68,3.89757101808976,4.76038589694088,-0.198165930645948,1,"Intersectional",1,1.50086296219556,"HighIH",3,"FB",2,"T1"
"69",69,2.87183943433263,3.20723667238957,-1.02850141220913,1,"Typical",0,0.381711812670071,"MidIH",2,"FB",2,"T1"
"70",70,3.98287803420411,3.45757655271715,-0.129109421684246,1,"Intersectional",1,0.562098964407938,"MidIH",2,"BF",3,"T1"
"71",71,3.99376405421179,3.69640127769558,-0.120297127309654,1,"Typical",0,0.734188652423546,"MidIH",2,"BF",3,"T1"
"72",72,4.23154140520149,4.51785847083096,0.0721849746020999,1,"Typical",0,1.32610522260953,"HighIH",3,"BF",3,"T1"
"73",73,3.69074399141563,3.94446613578058,-0.365593571086444,1,"Intersectional",1,0.912936493708987,"MidIH",2,"FB",2,"T1"
"74",74,4.84301758524111,5.34155641189671,0.567178378780861,1,"Typical",0,1.91963640624183,"HighIH",3,"BF",3,"T1"
"75",75,4.65817596712063,4.92093115246057,0.417548050120409,1,"Typical",0,1.61654689289941,"HighIH",3,"BF",3,"T1"
"76",76,6.7600315898743,5.10314945212842,2.11901198896376,1,"Typical",0,1.74784774687677,"HighIH",3,"B",4,"T1"
"77",77,3.22032634713958,4.34778553558619,-0.746399297829332,1,"Typical",0,1.20355594146281,"MidIH",2,"FB",2,"T1"
"78",78,3.93333976978866,3.70366747427672,-0.169210925128782,1,"Typical",0,0.739424448268477,"MidIH",2,"BF",3,"T1"
"79",79,2.68810388897889,4.54100555744431,-1.17723636874888,1,"Typical",0,1.34278429515582,"HighIH",3,"FB",2,"T1"
"80",80,5.41646390672097,4.35714597387329,1.03138639873139,1,"Typical",0,1.21030078291364,"MidIH",2,"BF",3,"T1"
"81",81,4.29557693718626,4.46054328394786,0.124022097617242,1,"Intersectional",1,1.28480567696928,"HighIH",3,"BF",3,"T1"
"82",82,1.56145708167603,3.182453463906,-2.08926329090607,1,"Typical",0,0.363853801459765,"MidIH",2,"F",1,"T1"
"83",83,4.20481684337433,4.03701275926437,0.0505512916135781,1,"Typical",0,0.979622719616555,"MidIH",2,"BF",3,"T1"
"84",84,2.56553049484394,2.96455453747465,-1.27646022015168,1,"Intersectional",1,0.206842594718532,"MidIH",2,"FB",2,"T1"
"85",85,3.52957204738483,5.00123458674041,-0.496063165550027,1,"Typical",0,1.67441105647396,"HighIH",3,"FB",2,"T1"
"86",86,7.11252674187444,3.96006744823206,2.40435879549636,1,"Intersectional",1,0.924178315478706,"MidIH",2,"B",4,"T1"
"87",87,3.27493122083004,4.15138650645686,-0.702196345702824,1,"Intersectional",1,1.06203689374911,"MidIH",2,"FB",2,"T1"
"88",88,4.09751385501255,2.03877932351319,-0.036311080497649,1,"Typical",0,-0.460242305128417,"MidIH",2,"BF",3,"T1"
"89",89,5.3985654346182,6.1322284305712,1.01689748497652,1,"Intersectional",1,2.48937013472682,"HighIH",3,"BF",3,"T1"
"90",90,3.24898600576522,3.70942760203211,-0.72319914310738,1,"Intersectional",1,0.743575017638729,"MidIH",2,"FB",2,"T1"
"91",91,5.50753636110621,5.25901152283195,1.10511006237457,1,"Typical",0,1.86015711988352,"HighIH",3,"BF",3,"T1"
"92",92,5.65948238843961,3.17932514169129,1.22811122542286,1,"Intersectional",1,0.361599629518439,"MidIH",2,"BF",3,"T1"
"93",93,5.49887375424651,4.27172111234747,1.09809763343864,1,"Typical",0,1.14874627774219,"MidIH",2,"BF",3,"T1"
"94",94,5.0350072168161,3.9392091111761,0.722595064503882,1,"Intersectional",1,0.909148444862044,"MidIH",2,"BF",3,"T1"
"95",95,4.55383729513922,5.18503819247141,0.333085308778265,1,"Typical",0,1.80685423282117,"HighIH",3,"BF",3,"T1"
"96",96,6.15644128938783,4.03250296163016,1.63040224860116,1,"Typical",0,0.976373099343967,"MidIH",2,"B",4,"T1"
"97",97,5.30698875772932,3.8100410820871,0.942765650382949,1,"Typical",0,0.816073970142045,"MidIH",2,"BF",3,"T1"
"98",98,4.19917246677846,4.65619744214302,0.0459821370383725,1,"Typical",0,1.42578799379515,"HighIH",3,"BF",3,"T1"
"99",99,2.84032793279076,4.1720196616605,-1.05401014979884,1,"Intersectional",1,1.07690450530856,"MidIH",2,"FB",2,"T1"
"100",100,3.28629916280273,3.83981753535878,-0.692993932789197,1,"Intersectional",1,0.837529958646573,"MidIH",2,"FB",2,"T1"
"101",101,3.77963973712935,3.91063946855083,-0.293631965345739,1,"Typical",0,0.888562046671721,"MidIH",2,"FB",2,"T1"
"102",102,5.52911457658673,4.09143012802473,1.12257774907353,1,"Intersectional",1,1.01883418741348,"MidIH",2,"BF",3,"T1"
"103",103,2.57228636284481,3.42796658355752,-1.27099130703765,1,"Typical",0,0.540762939189894,"MidIH",2,"FB",2,"T1"
"104",104,5.47223507994963,4.45011892413278,1.07653347688856,1,"Typical",0,1.27729420667029,"HighIH",3,"BF",3,"T1"
"105",105,3.10654189069158,3.80361332984265,-0.838508454781572,1,"Intersectional",1,0.811442331275971,"MidIH",2,"FB",2,"T1"
"106",106,4.93590690532363,5.41027574522569,0.642372805416608,1,"Typical",0,1.96915342603236,"HighIH",3,"BF",3,"T1"
"107",107,2.35897377096686,5.46367416593655,-1.44366904895888,1,"Typical",0,2.00763067147455,"HighIH",3,"FB",2,"T1"
"108",108,1.97171419182504,3.62699476474937,-1.75715785463537,1,"Intersectional",1,0.684176472318474,"MidIH",2,"F",1,"T1"
"109",109,5.0598429712199,4.30249754011383,0.74269974726828,1,"Typical",0,1.17092281684644,"MidIH",2,"BF",3,"T1"
"110",110,3.80433929766083,2.87664012026025,-0.27363753228637,1,"Intersectional",1,0.143494192948706,"MidIH",2,"FB",2,"T1"
"111",111,4.77254752779189,4.79347546984964,0.510132471240843,1,"Typical",0,1.5247062819312,"HighIH",3,"BF",3,"T1"
"112",112,5.58734552908321,5.46629406445297,1.16971603237172,1,"Intersectional",1,2.00951848907117,"HighIH",3,"BF",3,"T1"
"113",113,5.54576638250278,4.86408036589055,1.13605747954411,1,"Intersectional",1,1.57558197971816,"HighIH",3,"BF",3,"T1"
"114",114,4.47050983276297,4.23137865591023,0.265631259692448,1,"Intersectional",1,1.11967675513436,"MidIH",2,"BF",3,"T1"
"115",115,1.81254773649414,4.91938914359866,-1.88600399472575,1,"Intersectional",1,1.6154357691496,"HighIH",3,"F",1,"T1"
"116",116,4.43762173787879,4.68127642357021,0.239008162055813,1,"Intersectional",1,1.44385912981318,"HighIH",3,"BF",3,"T1"
"117",117,4.54108560797166,6.31520986373409,0.322762746352881,1,"Typical",0,2.62122087902683,"HighIH",3,"BF",3,"T1"
"118",118,4.79298699165091,4.14765350473763,0.526678332102522,1,"Typical",0,1.05934700851515,"MidIH",2,"BF",3,"T1"
"119",119,7.14099334125279,3.68004105843917,2.42740266767266,1,"Intersectional",1,0.722399985952949,"MidIH",2,"B",4,"T1"
"120",120,1.82660918652896,3.63233414963743,-1.87462117189857,1,"Typical",0,0.688023867430792,"MidIH",2,"F",1,"T1"
"121",121,2.18775167635809,4.81681191748035,-1.58227429679621,1,"Typical",0,1.54152180215226,"HighIH",3,"FB",2,"T1"
"122",122,7.08231782155539,4.42384594964489,2.37990450472689,1,"Typical",0,1.25836271629268,"MidIH",2,"B",4,"T1"
"123",123,3.51942024152632,2.91364035238509,-0.504281109444654,1,"Typical",0,0.170155412399269,"MidIH",2,"FB",2,"T1"
"124",124,3.36216890155448,5.4490810380344,-0.631576952889105,1,"Intersectional",1,1.99711531621524,"HighIH",3,"FB",2,"T1"
"125",125,3.76420657197506,5.24790524031798,-0.306125199271022,1,"Typical",0,1.85215427724227,"HighIH",3,"FB",2,"T1"
"126",126,2.35132702150176,4.3106519134653,-1.44985913562487,1,"Intersectional",1,1.17679860531911,"MidIH",2,"FB",2,"T1"
"127",127,3.35839409093141,5.69824995571617,-0.634632683302548,1,"Intersectional",1,2.17665870859606,"HighIH",3,"FB",2,"T1"
"128",128,2.77873537168605,3.48437332181759,-1.10386967415732,1,"Intersectional",1,0.581407884934226,"MidIH",2,"FB",2,"T1"
"129",129,2.39925305048516,3.63437114583504,-1.41106274582318,1,"Intersectional",1,0.689491663699236,"MidIH",2,"FB",2,"T1"
"130",130,2.88353865844615,3.33837022039343,-1.01903082454073,1,"Typical",0,0.476202579345934,"MidIH",2,"FB",2,"T1"
"131",131,3.71669100621407,4.48795873376775,-0.344589316787406,1,"Intersectional",1,1.30456039962933,"HighIH",3,"FB",2,"T1"
"132",132,4.32856002330454,3.88337526547157,0.150722091191722,1,"Intersectional",1,0.868916307721002,"MidIH",2,"BF",3,"T1"
"133",133,4.6044015128955,4.07766047309309,0.37401732721796,1,"Intersectional",1,1.008912201231,"MidIH",2,"BF",3,"T1"
"134",134,6.51998649301548,3.70111823717269,1.92469413402644,1,"Intersectional",1,0.737587547093564,"MidIH",2,"B",4,"T1"
"135",135,3.23633506006334,4.75510616558307,-0.73344015475014,1,"Typical",0,1.49705855156658,"HighIH",3,"FB",2,"T1"
"136",136,4.49639115680532,5.62717539295462,0.286582336955256,1,"Intersectional",1,2.12544458354018,"HighIH",3,"BF",3,"T1"
"137",137,6.09102935955231,3.70525273161799,1.57745092379062,1,"Intersectional",1,0.740566735530848,"MidIH",2,"B",4,"T1"
"138",138,5.67655523618001,5.45460663221131,1.24193179161646,1,"Intersectional",1,2.00109688796453,"HighIH",3,"BF",3,"T1"
"139",139,4.65073476620747,4.96632659031495,0.411524356162379,1,"Intersectional",1,1.64925743716319,"HighIH",3,"BF",3,"T1"
"140",140,4.6037086495091,4.08857331423597,0.373456450412844,1,"Intersectional",1,1.01677565602117,"MidIH",2,"BF",3,"T1"
"141",141,3.79269649739673,2.74126026962062,-0.28306244453157,1,"Typical",0,0.0459436723220098,"MidIH",2,"FB",2,"T1"
"142",142,3.5664725830564,3.85063294938384,-0.466191974546468,1,"Intersectional",1,0.845323210478016,"MidIH",2,"FB",2,"T1"
"143",143,3.64771077528582,3.47828300770898,-0.400429201386016,1,"Intersectional",1,0.577019393520857,"MidIH",2,"FB",2,"T1"
"144",144,3.62949429395531,4.5313146961691,-0.415175545397912,1,"Intersectional",1,1.33580136115013,"HighIH",3,"FB",2,"T1"
"145",145,2.79447634548704,6.0282099170839,-1.09112726740267,1,"Intersectional",1,2.41441762076289,"HighIH",3,"FB",2,"T1"
"146",146,3.54936065561525,5.16223576556188,-0.480044175977449,1,"Intersectional",1,1.79042351136544,"HighIH",3,"FB",2,"T1"
"147",147,3.17839124276467,3.45558537967804,-0.780346000492032,1,"Intersectional",1,0.560664186885982,"MidIH",2,"FB",2,"T1"
"148",148,4.00452227321148,4.45838362666053,-0.111588288569264,1,"Intersectional",1,1.28324949492476,"HighIH",3,"BF",3,"T1"
"149",149,4.17796356875882,4.01497755884214,0.0288134148995262,1,"Intersectional",1,0.96374483776673,"MidIH",2,"BF",3,"T1"
"150",150,1.92223909624302,2.72354388857048,-1.79720822255425,1,"Typical",0,0.0331777977336126,"MidIH",2,"F",1,"T1"
"151",151,5.35429027001824,4.82662547859889,0.981056490410734,1,"Intersectional",1,1.54859314985868,"HighIH",3,"BF",3,"T1"
"152",152,2.55889025603235,5.09281661504544,-1.28183553078716,1,"Typical",0,1.74040222501931,"HighIH",3,"FB",2,"T1"
"153",153,4.70883896265332,4.04461591065979,0.45856002972523,1,"Intersectional",1,0.985101314647659,"MidIH",2,"BF",3,"T1"
"154",154,5.76267110789707,3.42462101248004,1.31164307373425,1,"Typical",0,0.538352224457528,"MidIH",2,"B",4,"T1"
"155",155,3.3014046567302,3.9390636474138,-0.680765950563505,1,"Intersectional",1,0.909043628187499,"MidIH",2,"FB",2,"T1"
"156",156,3.78382309773633,4.90153463945993,-0.290245511424309,1,"Intersectional",1,1.60257036734841,"HighIH",3,"FB",2,"T1"
"157",157,3.58584593248349,3.8601716549518,-0.450509139308905,1,"Typical",0,0.852196505801236,"MidIH",2,"FB",2,"T1"
"158",158,2.46888038618632,5.07886145931892,-1.35469902627424,1,"Typical",0,1.73034657271864,"HighIH",3,"FB",2,"T1"
"159",159,2.06132491622038,3.76843528151243,-1.68461746963379,1,"Intersectional",1,0.786094120940155,"MidIH",2,"F",1,"T1"
"160",160,3.8548306069076,5.1490144622426,-0.232764533694861,1,"Typical",0,1.78089665034392,"HighIH",3,"FB",2,"T1"
"161",161,5.26281342029069,4.30827014698111,0.907005466465277,1,"Typical",0,1.1750823782776,"MidIH",2,"BF",3,"T1"
"162",162,2.2567310392465,4.1081131311106,-1.52643511488073,1,"Typical",0,1.0308554418982,"MidIH",2,"FB",2,"T1"
"163",163,3.66768129421419,4.56342808945404,-0.384262954081125,1,"Typical",0,1.35894127613182,"HighIH",3,"FB",2,"T1"
"164",164,6.03159189707963,5.13652601655278,1.52933596388622,1,"Intersectional",1,1.77189786379552,"HighIH",3,"B",4,"T1"
"165",165,4.79543481536174,4.26238241717692,0.528659859152973,1,"Intersectional",1,1.14201710370663,"MidIH",2,"BF",3,"T1"
"166",166,5.8542625958283,3.51849625993352,1.38578689794984,1,"Intersectional",1,0.605995815581174,"MidIH",2,"B",4,"T1"
"167",167,4.01687608802852,3.31103942075841,-0.101587806047631,1,"Typical",0,0.456508852983088,"MidIH",2,"BF",3,"T1"
"168",168,4.69488048414517,5.19542277668503,0.447260562927591,1,"Intersectional",1,1.81433704205566,"HighIH",3,"BF",3,"T1"
"169",169,5.41327088438808,4.86868433133172,1.02880162920843,1,"Typical",0,1.57889945439117,"HighIH",3,"BF",3,"T1"
"170",170,4.85945838491881,3.68954960141785,0.580487298515656,1,"Typical",0,0.729251547050035,"MidIH",2,"BF",3,"T1"
"171",171,3.67217230586773,3.51454441850554,-0.380627454908532,1,"Intersectional",1,0.603148241241917,"MidIH",2,"FB",2,"T1"
"172",172,3.49305539074671,3.11434035603427,-0.525623604318644,1,"Intersectional",1,0.314773608927446,"MidIH",2,"FB",2,"T1"
"173",173,2.74251628988214,5.20885168173956,-1.13318922442529,1,"Intersectional",1,1.82401349444741,"HighIH",3,"FB",2,"T1"
"174",174,4.93300634939805,4.22723935928605,0.640024789094011,1,"Intersectional",1,1.11669410639594,"MidIH",2,"BF",3,"T1"
"175",175,3.37072048284834,3.47456274057137,-0.624654399772667,1,"Intersectional",1,0.574338684431363,"MidIH",2,"FB",2,"T1"
"176",176,4.33792470886818,4.30805684229005,0.158302856784112,1,"Intersectional",1,1.17492867753434,"MidIH",2,"BF",3,"T1"
"177",177,4.55572811903701,4.38891655763351,0.33461594134977,1,"Intersectional",1,1.23319367998643,"MidIH",2,"BF",3,"T1"
"178",178,6.89440967422982,2.82974696967567,2.22779180344133,1,"Typical",0,0.109704443353485,"MidIH",2,"B",4,"T1"
"179",179,1.96453558919054,3.6409652452432,-1.76296897381105,1,"Typical",0,0.694243167171062,"MidIH",2,"F",1,"T1"
"180",180,4.38216450572976,4.01581872080973,0.194115220966922,1,"Typical",0,0.964350952986107,"MidIH",2,"BF",3,"T1"
"181",181,4.664931982142,4.92060083042907,0.423017082248354,1,"Intersectional",1,1.61630887309073,"HighIH",3,"BF",3,"T1"
"182",182,2.60748487234518,2.71631458061461,-1.2424979157849,1,"Typical",0,0.0279685826876918,"MidIH",2,"FB",2,"T1"
"183",183,5.37817140894829,3.63713067805244,1.00038840658429,1,"Intersectional",1,0.691480097009077,"MidIH",2,"BF",3,"T1"
"184",184,4.54512230579095,7.14435298301866,0.326030475923448,1,"Intersectional",1,3.21867568916367,"HighIH",3,"BF",3,"T1"
"185",185,3.02768093123922,3.54497547744408,-0.902346844649184,1,"Typical",0,0.625075918282859,"MidIH",2,"FB",2,"T1"
"186",186,2.25386518341881,3.0676595510756,-1.52875504127907,1,"Typical",0,0.281136869002881,"MidIH",2,"FB",2,"T1"
"187",187,3.52444819405397,2.97660390429132,-0.500210953616915,1,"Typical",0,0.215524994652006,"MidIH",2,"FB",2,"T1"
"188",188,4.76748377613643,3.38516429237048,0.506033335817959,1,"Intersectional",1,0.509920935970182,"MidIH",2,"BF",3,"T1"
"189",189,3.2642741193377,5.14688809479749,-0.710823329252747,1,"Typical",0,1.77936445592699,"HighIH",3,"FB",2,"T1"
"190",190,3.53743859065867,3.77462552591327,-0.489695154560648,1,"Intersectional",1,0.790554619022074,"MidIH",2,"FB",2,"T1"
"191",191,4.28415352805793,3.74024785928996,0.114774783729411,1,"Intersectional",1,0.765783138914878,"MidIH",2,"BF",3,"T1"
"192",192,4.0433432013598,4.32497899768219,-0.0801625290633503,1,"Intersectional",1,1.187122257752,"MidIH",2,"BF",3,"T1"
"193",193,2.21742329371829,4.33154723730462,-1.55825495579152,1,"Intersectional",1,1.19185512746446,"MidIH",2,"FB",2,"T1"
"194",194,4.40106373796797,2.59316217330779,0.2094142556756,1,"Typical",0,-0.0607712215922696,"MidIH",2,"BF",3,"T1"
"195",195,4.48093861915708,6.36507685401745,0.274073420887246,1,"Intersectional",1,2.65715348525475,"HighIH",3,"BF",3,"T1"
"196",196,3.89452177255905,4.17456970793883,-0.200634312039524,1,"Typical",0,1.07874198954937,"MidIH",2,"FB",2,"T1"
"197",197,3.44878202151517,3.66799276510271,-0.561463145523611,1,"Typical",0,0.713718359536008,"MidIH",2,"FB",2,"T1"
"198",198,3.54758307368248,4.92700618296157,-0.481483138541868,1,"Typical",0,1.62092437141926,"HighIH",3,"FB",2,"T1"
"199",199,7.12790758794934,4.67274972554287,2.41680967683285,1,"Typical",0,1.43771505572931,"HighIH",3,"B",4,"T1"
"200",200,1.11575317903189,4.071240037742,-2.45006310490911,1,"Typical",0,1.0042858346913,"MidIH",2,"F",1,"T1"
"201",201,3.81555100031141,3.38615192868022,-0.26456159598205,1,"Intersectional",1,0.510632596056595,"MidIH",2,"FB",2,"T1"
"202",202,4.53049621431945,4.51119710925959,0.314190572680054,1,"Intersectional",1,1.3213052521095,"HighIH",3,"BF",3,"T1"
"203",203,7.02703904973173,4.06019304951101,2.33515602827432,1,"Intersectional",1,0.996325717670947,"MidIH",2,"B",4,"T1"
"204",204,3.7134769652695,4.61420794528892,-0.347191100994627,1,"Intersectional",1,1.39553166495731,"HighIH",3,"FB",2,"T1"
"205",205,5.82801129866302,3.30964586014573,1.3645363253648,1,"Typical",0,0.455504696436528,"MidIH",2,"B",4,"T1"
"206",206,6.82257601379317,3.35918006545389,2.16964205161967,1,"Intersectional",1,0.491197508134947,"MidIH",2,"B",4,"T1"
"207",207,4.67777786741844,4.17045581282391,0.433415898572256,1,"Intersectional",1,1.07577764435052,"MidIH",2,"BF",3,"T1"
"208",208,3.08760543554695,4.98271930101218,-0.853837621642187,1,"Intersectional",1,1.66106951595809,"HighIH",3,"FB",2,"T1"
